"If phenylephrine doesn't work for priapism, what else can be used?","If phenylephrine fails to detumesce an ischemic (low‑flow) priapism, the next steps are:
For what disease would a doctor usually prescribe povidone-iodine?,"Povidone‑iodine is prescribed as a topical antiseptic—most often for **preventing or treating superficial skin infections and wound contamination** (e.g., minor cuts, abrasions, burns, or pre‑operative skin preparation). It isn’t used for a specific disease but for general skin antisepsis.",abrasion,indication,povidone-iodine,Unverifiable,Disease 'abrasion' not found in dataset.
For what disease would a doctor usually prescribe povidone-iodine?,"Povidone‑iodine is prescribed as a topical antiseptic—most often for **preventing or treating superficial skin infections and wound contamination** (e.g., minor cuts, abrasions, burns, or pre‑operative skin preparation). It isn’t used for a specific disease but for general skin antisepsis.",burn,indication,povidone-iodine,Hallucination,No edge between 'burn' and 'povidone-iodine'.
For what disease would a doctor usually prescribe povidone-iodine?,"Povidone‑iodine is prescribed as a topical antiseptic—most often for **preventing or treating superficial skin infections and wound contamination** (e.g., minor cuts, abrasions, burns, or pre‑operative skin preparation). It isn’t used for a specific disease but for general skin antisepsis.",preoperative skin preparation,indication,povidone-iodine,Unverifiable,Disease 'preoperative skin preparation' not found in dataset.
"If a patient has thyroiditis (disease), what drug is usually prescribed?","**Levothyroxine (synthetic T4)** is the drug most commonly prescribed for thyroiditis, especially when the inflammation has led to hypothyroidism.  
*If the patient is in the painful, acute phase (e.g., sub‑acute granulomatous thyroiditis), short‑term NSAIDs (ibuprofen) or a brief course of glucocorticoids (prednisone) may be added for symptom relief, but long‑term management is with levothyroxine replacement.*",thyroiditis,indication,levothyroxine,Hallucination,No edge between 'choroiditis' and 'levothyroxine'.
"If a patient has thyroiditis (disease), what drug is usually prescribed?","**Levothyroxine (synthetic T4)** is the drug most commonly prescribed for thyroiditis, especially when the inflammation has led to hypothyroidism.  
*If the patient is in the painful, acute phase (e.g., sub‑acute granulomatous thyroiditis), short‑term NSAIDs (ibuprofen) or a brief course of glucocorticoids (prednisone) may be added for symptom relief, but long‑term management is with levothyroxine replacement.*",hypothyroidism,indication,levothyroxine,Verified,Correct relation.
"If a patient has thyroiditis (disease), what drug is usually prescribed?","**Levothyroxine (synthetic T4)** is the drug most commonly prescribed for thyroiditis, especially when the inflammation has led to hypothyroidism.  
*If the patient is in the painful, acute phase (e.g., sub‑acute granulomatous thyroiditis), short‑term NSAIDs (ibuprofen) or a brief course of glucocorticoids (prednisone) may be added for symptom relief, but long‑term management is with levothyroxine replacement.*",sub‑acute granulomatous thyroiditis,indication,ibuprofen,Unverifiable,Disease 'sub‑acute granulomatous thyroiditis' not found in dataset.
"If a patient has thyroiditis (disease), what drug is usually prescribed?","**Levothyroxine (synthetic T4)** is the drug most commonly prescribed for thyroiditis, especially when the inflammation has led to hypothyroidism.  
*If the patient is in the painful, acute phase (e.g., sub‑acute granulomatous thyroiditis), short‑term NSAIDs (ibuprofen) or a brief course of glucocorticoids (prednisone) may be added for symptom relief, but long‑term management is with levothyroxine replacement.*",sub‑acute granulomatous thyroiditis,indication,prednisone,Unverifiable,Disease 'sub‑acute granulomatous thyroiditis' not found in dataset.
Is fluticasone propionate commonly prescribed to treat liver disease?,"No. Fluticasone propionate is a corticosteroid used mainly for asthma, allergic rhinitis, and certain skin conditions; it is not indicated or commonly prescribed for treating liver disease.",asthma,indication,fluticasone,Unverifiable,Drug 'fluticasone' not found in dataset.
Is fluticasone propionate commonly prescribed to treat liver disease?,"No. Fluticasone propionate is a corticosteroid used mainly for asthma, allergic rhinitis, and certain skin conditions; it is not indicated or commonly prescribed for treating liver disease.",allergic rhinitis,indication,fluticasone,Unverifiable,Drug 'fluticasone' not found in dataset.
Is fluticasone propionate commonly prescribed to treat liver disease?,"No. Fluticasone propionate is a corticosteroid used mainly for asthma, allergic rhinitis, and certain skin conditions; it is not indicated or commonly prescribed for treating liver disease.",skin condition,indication,fluticasone,Unverifiable,Disease 'skin condition' not found in dataset.
"If a patient has diastolic heart failure, what drug is usually prescribed?","For symptom relief in diastolic (HF‑pEF) heart failure, a **loop diuretic (e.g., furosemide)** is most commonly prescribed, often combined with antihypertensives (ACE‑I/ARB or β‑blocker) to control blood pressure.",heart failure with preserved ejection fraction,indication,furosemide,Unverifiable,Disease 'heart failure with preserved ejection fraction' not found in dataset.
Can you name a standard treatment for hemolytic-uremic syndrome?,"A commonly used standard therapy is **plasma exchange (plasmapheresis)**, often combined with supportive care (hydration, dialysis as needed).  In atypical HUS, the complement inhibitor **eculizumab** is also considered a first‑line treatment.",atypical hemolytic uremic syndrome,indication,eculizumab,Unverifiable,Disease 'atypical hemolytic uremic syndrome' not found in dataset.
Can methylphenidate be used for a patient with major affective disorder?,"**Short answer:** Methylphenidate is not a standard first‑line treatment for major affective (e.g., major depressive) disorder, but it can be used **off‑label as an adjunct** in selected patients—typically those with prominent fatigue, psychomotor slowing, or treatment‑resistant depression—under close psychiatric supervision.

**Key points to consider**

| Issue | Details |
|------|---------|
| **Evidence** | Small trials and case series suggest modest, rapid improvement in mood, energy, and motivation when added to antidepressants, especially in elderly or medically ill patients. |
| **When it may be used** | • Severe apathy or psychomotor retardation not responding to optimized antidepressant therapy.<br>• Depressive symptoms with comorbid attention‑deficit or narcolepsy.<br>• Palliative‑care settings where rapid symptom relief is needed. |
| **Contraindications** | • Uncontrolled hypertension, serious cardiac disease, arrhythmias.<br>• History of psychosis, bipolar disorder (risk of mania), or severe anxiety.<br>• Substance‑use disorder (especially stimulant misuse). |
| **Monitoring** | Baseline vitals, ECG (if cardiac risk), weight, sleep, mood, and signs of agitation or psychosis. Re‑evaluate after 2–4 weeks. |
| **Dosing** | Start low (e.g., 5 mg once or twice daily) and titrate cautiously; avoid high doses. |
| **Alternatives** | • Optimizing antidepressant regimen (dose, augmentation with atypical antipsychotics, lithium, thyroid hormone).<br>• Psychostimulants with a longer track record (e.g., modafinil, armodafinil).<br>• Non‑pharmacologic strategies (exercise, CBT). |

**Bottom line:** Methylphenidate can be considered as an **add‑on** for specific depressive presentations, but it should be prescribed only after a thorough psychiatric assessment, with attention to contraindications and close follow‑up. Always discuss risks/benefits with the patient and coordinate care with a psychiatrist.",major depressive disorder,off label use,methylphenidate,Hallucination,No edge between 'major depressive disorder' and 'methylphenidate'.
Can methylphenidate be used for a patient with major affective disorder?,"**Short answer:** Methylphenidate is not a standard first‑line treatment for major affective (e.g., major depressive) disorder, but it can be used **off‑label as an adjunct** in selected patients—typically those with prominent fatigue, psychomotor slowing, or treatment‑resistant depression—under close psychiatric supervision.

**Key points to consider**

| Issue | Details |
|------|---------|
| **Evidence** | Small trials and case series suggest modest, rapid improvement in mood, energy, and motivation when added to antidepressants, especially in elderly or medically ill patients. |
| **When it may be used** | • Severe apathy or psychomotor retardation not responding to optimized antidepressant therapy.<br>• Depressive symptoms with comorbid attention‑deficit or narcolepsy.<br>• Palliative‑care settings where rapid symptom relief is needed. |
| **Contraindications** | • Uncontrolled hypertension, serious cardiac disease, arrhythmias.<br>• History of psychosis, bipolar disorder (risk of mania), or severe anxiety.<br>• Substance‑use disorder (especially stimulant misuse). |
| **Monitoring** | Baseline vitals, ECG (if cardiac risk), weight, sleep, mood, and signs of agitation or psychosis. Re‑evaluate after 2–4 weeks. |
| **Dosing** | Start low (e.g., 5 mg once or twice daily) and titrate cautiously; avoid high doses. |
| **Alternatives** | • Optimizing antidepressant regimen (dose, augmentation with atypical antipsychotics, lithium, thyroid hormone).<br>• Psychostimulants with a longer track record (e.g., modafinil, armodafinil).<br>• Non‑pharmacologic strategies (exercise, CBT). |

**Bottom line:** Methylphenidate can be considered as an **add‑on** for specific depressive presentations, but it should be prescribed only after a thorough psychiatric assessment, with attention to contraindications and close follow‑up. Always discuss risks/benefits with the patient and coordinate care with a psychiatrist.",hypertension,contraindication,methylphenidate,Verified,Correct relation.
Can methylphenidate be used for a patient with major affective disorder?,"**Short answer:** Methylphenidate is not a standard first‑line treatment for major affective (e.g., major depressive) disorder, but it can be used **off‑label as an adjunct** in selected patients—typically those with prominent fatigue, psychomotor slowing, or treatment‑resistant depression—under close psychiatric supervision.

**Key points to consider**

| Issue | Details |
|------|---------|
| **Evidence** | Small trials and case series suggest modest, rapid improvement in mood, energy, and motivation when added to antidepressants, especially in elderly or medically ill patients. |
| **When it may be used** | • Severe apathy or psychomotor retardation not responding to optimized antidepressant therapy.<br>• Depressive symptoms with comorbid attention‑deficit or narcolepsy.<br>• Palliative‑care settings where rapid symptom relief is needed. |
| **Contraindications** | • Uncontrolled hypertension, serious cardiac disease, arrhythmias.<br>• History of psychosis, bipolar disorder (risk of mania), or severe anxiety.<br>• Substance‑use disorder (especially stimulant misuse). |
| **Monitoring** | Baseline vitals, ECG (if cardiac risk), weight, sleep, mood, and signs of agitation or psychosis. Re‑evaluate after 2–4 weeks. |
| **Dosing** | Start low (e.g., 5 mg once or twice daily) and titrate cautiously; avoid high doses. |
| **Alternatives** | • Optimizing antidepressant regimen (dose, augmentation with atypical antipsychotics, lithium, thyroid hormone).<br>• Psychostimulants with a longer track record (e.g., modafinil, armodafinil).<br>• Non‑pharmacologic strategies (exercise, CBT). |

**Bottom line:** Methylphenidate can be considered as an **add‑on** for specific depressive presentations, but it should be prescribed only after a thorough psychiatric assessment, with attention to contraindications and close follow‑up. Always discuss risks/benefits with the patient and coordinate care with a psychiatrist.",cardiovascular disease,contraindication,methylphenidate,Hallucination,No edge between 'cardiovascular disease' and 'methylphenidate'.
Can methylphenidate be used for a patient with major affective disorder?,"**Short answer:** Methylphenidate is not a standard first‑line treatment for major affective (e.g., major depressive) disorder, but it can be used **off‑label as an adjunct** in selected patients—typically those with prominent fatigue, psychomotor slowing, or treatment‑resistant depression—under close psychiatric supervision.

**Key points to consider**

| Issue | Details |
|------|---------|
| **Evidence** | Small trials and case series suggest modest, rapid improvement in mood, energy, and motivation when added to antidepressants, especially in elderly or medically ill patients. |
| **When it may be used** | • Severe apathy or psychomotor retardation not responding to optimized antidepressant therapy.<br>• Depressive symptoms with comorbid attention‑deficit or narcolepsy.<br>• Palliative‑care settings where rapid symptom relief is needed. |
| **Contraindications** | • Uncontrolled hypertension, serious cardiac disease, arrhythmias.<br>• History of psychosis, bipolar disorder (risk of mania), or severe anxiety.<br>• Substance‑use disorder (especially stimulant misuse). |
| **Monitoring** | Baseline vitals, ECG (if cardiac risk), weight, sleep, mood, and signs of agitation or psychosis. Re‑evaluate after 2–4 weeks. |
| **Dosing** | Start low (e.g., 5 mg once or twice daily) and titrate cautiously; avoid high doses. |
| **Alternatives** | • Optimizing antidepressant regimen (dose, augmentation with atypical antipsychotics, lithium, thyroid hormone).<br>• Psychostimulants with a longer track record (e.g., modafinil, armodafinil).<br>• Non‑pharmacologic strategies (exercise, CBT). |

**Bottom line:** Methylphenidate can be considered as an **add‑on** for specific depressive presentations, but it should be prescribed only after a thorough psychiatric assessment, with attention to contraindications and close follow‑up. Always discuss risks/benefits with the patient and coordinate care with a psychiatrist.",arrhythmia,contraindication,methylphenidate,Unverifiable,Disease 'arrhythmia' not found in dataset.
Can methylphenidate be used for a patient with major affective disorder?,"**Short answer:** Methylphenidate is not a standard first‑line treatment for major affective (e.g., major depressive) disorder, but it can be used **off‑label as an adjunct** in selected patients—typically those with prominent fatigue, psychomotor slowing, or treatment‑resistant depression—under close psychiatric supervision.

**Key points to consider**

| Issue | Details |
|------|---------|
| **Evidence** | Small trials and case series suggest modest, rapid improvement in mood, energy, and motivation when added to antidepressants, especially in elderly or medically ill patients. |
| **When it may be used** | • Severe apathy or psychomotor retardation not responding to optimized antidepressant therapy.<br>• Depressive symptoms with comorbid attention‑deficit or narcolepsy.<br>• Palliative‑care settings where rapid symptom relief is needed. |
| **Contraindications** | • Uncontrolled hypertension, serious cardiac disease, arrhythmias.<br>• History of psychosis, bipolar disorder (risk of mania), or severe anxiety.<br>• Substance‑use disorder (especially stimulant misuse). |
| **Monitoring** | Baseline vitals, ECG (if cardiac risk), weight, sleep, mood, and signs of agitation or psychosis. Re‑evaluate after 2–4 weeks. |
| **Dosing** | Start low (e.g., 5 mg once or twice daily) and titrate cautiously; avoid high doses. |
| **Alternatives** | • Optimizing antidepressant regimen (dose, augmentation with atypical antipsychotics, lithium, thyroid hormone).<br>• Psychostimulants with a longer track record (e.g., modafinil, armodafinil).<br>• Non‑pharmacologic strategies (exercise, CBT). |

**Bottom line:** Methylphenidate can be considered as an **add‑on** for specific depressive presentations, but it should be prescribed only after a thorough psychiatric assessment, with attention to contraindications and close follow‑up. Always discuss risks/benefits with the patient and coordinate care with a psychiatrist.",psychosis,contraindication,methylphenidate,Unverifiable,Disease 'psychosis' not found in dataset.
Can methylphenidate be used for a patient with major affective disorder?,"**Short answer:** Methylphenidate is not a standard first‑line treatment for major affective (e.g., major depressive) disorder, but it can be used **off‑label as an adjunct** in selected patients—typically those with prominent fatigue, psychomotor slowing, or treatment‑resistant depression—under close psychiatric supervision.

**Key points to consider**

| Issue | Details |
|------|---------|
| **Evidence** | Small trials and case series suggest modest, rapid improvement in mood, energy, and motivation when added to antidepressants, especially in elderly or medically ill patients. |
| **When it may be used** | • Severe apathy or psychomotor retardation not responding to optimized antidepressant therapy.<br>• Depressive symptoms with comorbid attention‑deficit or narcolepsy.<br>• Palliative‑care settings where rapid symptom relief is needed. |
| **Contraindications** | • Uncontrolled hypertension, serious cardiac disease, arrhythmias.<br>• History of psychosis, bipolar disorder (risk of mania), or severe anxiety.<br>• Substance‑use disorder (especially stimulant misuse). |
| **Monitoring** | Baseline vitals, ECG (if cardiac risk), weight, sleep, mood, and signs of agitation or psychosis. Re‑evaluate after 2–4 weeks. |
| **Dosing** | Start low (e.g., 5 mg once or twice daily) and titrate cautiously; avoid high doses. |
| **Alternatives** | • Optimizing antidepressant regimen (dose, augmentation with atypical antipsychotics, lithium, thyroid hormone).<br>• Psychostimulants with a longer track record (e.g., modafinil, armodafinil).<br>• Non‑pharmacologic strategies (exercise, CBT). |

**Bottom line:** Methylphenidate can be considered as an **add‑on** for specific depressive presentations, but it should be prescribed only after a thorough psychiatric assessment, with attention to contraindications and close follow‑up. Always discuss risks/benefits with the patient and coordinate care with a psychiatrist.",bipolar disorder,contraindication,methylphenidate,Verified,Correct relation.
Can methylphenidate be used for a patient with major affective disorder?,"**Short answer:** Methylphenidate is not a standard first‑line treatment for major affective (e.g., major depressive) disorder, but it can be used **off‑label as an adjunct** in selected patients—typically those with prominent fatigue, psychomotor slowing, or treatment‑resistant depression—under close psychiatric supervision.

**Key points to consider**

| Issue | Details |
|------|---------|
| **Evidence** | Small trials and case series suggest modest, rapid improvement in mood, energy, and motivation when added to antidepressants, especially in elderly or medically ill patients. |
| **When it may be used** | • Severe apathy or psychomotor retardation not responding to optimized antidepressant therapy.<br>• Depressive symptoms with comorbid attention‑deficit or narcolepsy.<br>• Palliative‑care settings where rapid symptom relief is needed. |
| **Contraindications** | • Uncontrolled hypertension, serious cardiac disease, arrhythmias.<br>• History of psychosis, bipolar disorder (risk of mania), or severe anxiety.<br>• Substance‑use disorder (especially stimulant misuse). |
| **Monitoring** | Baseline vitals, ECG (if cardiac risk), weight, sleep, mood, and signs of agitation or psychosis. Re‑evaluate after 2–4 weeks. |
| **Dosing** | Start low (e.g., 5 mg once or twice daily) and titrate cautiously; avoid high doses. |
| **Alternatives** | • Optimizing antidepressant regimen (dose, augmentation with atypical antipsychotics, lithium, thyroid hormone).<br>• Psychostimulants with a longer track record (e.g., modafinil, armodafinil).<br>• Non‑pharmacologic strategies (exercise, CBT). |

**Bottom line:** Methylphenidate can be considered as an **add‑on** for specific depressive presentations, but it should be prescribed only after a thorough psychiatric assessment, with attention to contraindications and close follow‑up. Always discuss risks/benefits with the patient and coordinate care with a psychiatrist.",anxiety disorder,contraindication,methylphenidate,Relation Mismatch,"Expected 'off-label use', got 'contraindication'."
Can methylphenidate be used for a patient with major affective disorder?,"**Short answer:** Methylphenidate is not a standard first‑line treatment for major affective (e.g., major depressive) disorder, but it can be used **off‑label as an adjunct** in selected patients—typically those with prominent fatigue, psychomotor slowing, or treatment‑resistant depression—under close psychiatric supervision.

**Key points to consider**

| Issue | Details |
|------|---------|
| **Evidence** | Small trials and case series suggest modest, rapid improvement in mood, energy, and motivation when added to antidepressants, especially in elderly or medically ill patients. |
| **When it may be used** | • Severe apathy or psychomotor retardation not responding to optimized antidepressant therapy.<br>• Depressive symptoms with comorbid attention‑deficit or narcolepsy.<br>• Palliative‑care settings where rapid symptom relief is needed. |
| **Contraindications** | • Uncontrolled hypertension, serious cardiac disease, arrhythmias.<br>• History of psychosis, bipolar disorder (risk of mania), or severe anxiety.<br>• Substance‑use disorder (especially stimulant misuse). |
| **Monitoring** | Baseline vitals, ECG (if cardiac risk), weight, sleep, mood, and signs of agitation or psychosis. Re‑evaluate after 2–4 weeks. |
| **Dosing** | Start low (e.g., 5 mg once or twice daily) and titrate cautiously; avoid high doses. |
| **Alternatives** | • Optimizing antidepressant regimen (dose, augmentation with atypical antipsychotics, lithium, thyroid hormone).<br>• Psychostimulants with a longer track record (e.g., modafinil, armodafinil).<br>• Non‑pharmacologic strategies (exercise, CBT). |

**Bottom line:** Methylphenidate can be considered as an **add‑on** for specific depressive presentations, but it should be prescribed only after a thorough psychiatric assessment, with attention to contraindications and close follow‑up. Always discuss risks/benefits with the patient and coordinate care with a psychiatrist.",substance use disorder,contraindication,methylphenidate,Unverifiable,Disease 'substance use disorder' not found in dataset.
Can daunorubicin be used for a patient with hypertrophic cardiomyopathy?,"Daunorubicin (an anthracycline) is **generally avoided or used only with extreme caution** in patients who have hypertrophic cardiomyopathy (HCM).  

- **Why:** Anthracyclines can cause dose‑related cardiotoxicity (left‑ventricular dysfunction, heart failure), and pre‑existing structural heart disease such as HCM markedly increases that risk.  
- **What to do:**  
  1. **Assess cardiac status** (echocardiogram, biomarkers, cardiology consult).  
  2. **Consider alternative non‑anthracycline regimens** for the underlying malignancy whenever possible.  
  3. If daunorubicin is deemed essential, use the **lowest effective dose**, implement **rigorous cardiac monitoring** (baseline and periodic echo, troponin/BNP), and have a low threshold to discontinue or switch therapy.  

**Bottom line:** Daunorubicin is not a preferred choice for a patient with HCM; alternative treatments should be explored, and if it must be used, it requires close cardiology oversight and intensive monitoring.",hypertrophic cardiomyopathy,contraindication,daunorubicin,Verified,Correct relation.
"Besides hydrochlorothiazide, what is another common medication for hypertrophic cardiomyopathy?",A commonly used medication for hypertrophic cardiomyopathy is a beta‑blocker such as **metoprolol** (or other agents like atenolol).,hypertrophic cardiomyopathy,indication,metoprolol,Hallucination,No edge between 'hypertrophic cardiomyopathy' and 'metoprolol'.
"Besides hydrochlorothiazide, what is another common medication for hypertrophic cardiomyopathy?",A commonly used medication for hypertrophic cardiomyopathy is a beta‑blocker such as **metoprolol** (or other agents like atenolol).,hypertrophic cardiomyopathy,indication,atenolol,Hallucination,No edge between 'hypertrophic cardiomyopathy' and 'atenolol'.
